"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V49" "V50" "V51" "V52" "V53" "V54" "V55" "V56" "V57" "V58" "V59" "V60" "V61" "V62" "V63" "V64" "V65" "V66" "V67" "V68" "V69" "V70" "V71" "V72" "V73" "V74" "V75" "V76" "V77" "V78" "V79" "V80"
"11" 0 0.0149253731343284 0 0 0 0.0447761194029851 0.119402985074627 0 0 0 0.0746268656716418 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0149253731343284 0.0298507462686567 0 0 0 0.0149253731343284 0.17910447761194 0 0 0.0597014925373134 0.0298507462686567 0.0895522388059701 0 0 0.0298507462686567 0 0 0 0 0 0 0.0149253731343284 0 0 0.0447761194029851 0.0746268656716418 0.0746268656716418 0 0 0.0149253731343284 0 0 0 0 0 0 0 0 0 0 0 0.0149253731343284 0.0298507462686567 0 0.0149253731343284 0 0 0 0 0 0 0.0149253731343284 0 0
"12" 0.00925925925925926 0 0.0555555555555556 0.00925925925925926 0 0.0555555555555556 0 0 0 0 0 0 0 0.0185185185185185 0.0277777777777778 0 0.0185185185185185 0 0.00925925925925926 0 0 0 0.0185185185185185 0 0.00925925925925926 0.0277777777777778 0.00925925925925926 0.00925925925925926 0 0.00925925925925926 0 0 0 0 0 0 0 0 0.0462962962962963 0 0.00925925925925926 0 0.00925925925925926 0 0 0.00925925925925926 0 0 0 0 0.00925925925925926 0.203703703703704 0 0.12037037037037 0.0185185185185185 0.00925925925925926 0 0 0 0 0.00925925925925926 0 0.037037037037037 0.0833333333333333 0.0185185185185185 0 0 0.00925925925925926 0 0.0185185185185185 0 0.037037037037037 0 0 0 0 0 0 0.0277777777777778 0.037037037037037
"13" 0.267326732673267 0.0297029702970297 0.0198019801980198 0.0297029702970297 0 0.0198019801980198 0 0 0 0 0 0 0.128712871287129 0 0 0 0 0 0 0.0099009900990099 0 0 0 0.0198019801980198 0.0099009900990099 0 0 0.0297029702970297 0 0.0099009900990099 0 0.0099009900990099 0 0 0 0 0 0 0 0 0 0 0.0297029702970297 0 0 0.0099009900990099 0 0.0099009900990099 0.0198019801980198 0 0 0.0099009900990099 0.0198019801980198 0 0 0 0 0 0 0 0.0792079207920792 0 0 0.0099009900990099 0.0099009900990099 0.0198019801980198 0.0198019801980198 0.0495049504950495 0 0 0.0297029702970297 0 0.0297029702970297 0 0.0594059405940594 0 0 0 0.0099009900990099 0
"14" 0 0.0150753768844221 0.0150753768844221 0.0150753768844221 0 0 0.0251256281407035 0.14572864321608 0 0.050251256281407 0 0 0 0.0050251256281407 0.0050251256281407 0 0.0050251256281407 0 0.0100502512562814 0 0.150753768844221 0.0050251256281407 0 0.0050251256281407 0 0 0.0050251256281407 0.0251256281407035 0.0050251256281407 0.0201005025125628 0 0 0.0050251256281407 0.0100502512562814 0.0050251256281407 0.0050251256281407 0.0100502512562814 0.0050251256281407 0 0.0050251256281407 0.0100502512562814 0 0.0050251256281407 0 0 0.0100502512562814 0.0100502512562814 0 0.0201005025125628 0 0 0.0050251256281407 0.0050251256281407 0.105527638190955 0 0 0.0301507537688442 0 0.0050251256281407 0 0 0.0100502512562814 0.0402010050251256 0 0 0 0.0050251256281407 0.050251256281407 0.0150753768844221 0.0904522613065327 0 0 0.0050251256281407 0 0.0050251256281407 0.0100502512562814 0 0 0.0100502512562814 0
"15" 0 0 0 0.0505050505050505 0.101010101010101 0 0 0 0.0101010101010101 0 0.0404040404040404 0.0808080808080808 0 0 0 0 0 0.0101010101010101 0 0.0101010101010101 0 0 0.0606060606060606 0.191919191919192 0.0101010101010101 0 0 0 0 0 0.0101010101010101 0 0 0 0 0 0.0909090909090909 0 0 0 0 0 0 0 0.0101010101010101 0.0303030303030303 0 0.0101010101010101 0.0303030303030303 0.0101010101010101 0 0 0 0 0 0 0 0.0202020202020202 0.0101010101010101 0.131313131313131 0 0 0 0 0.0101010101010101 0.0303030303030303 0 0 0 0 0 0 0 0.0202020202020202 0.0202020202020202 0 0 0 0 0
"16" 0.020979020979021 0 0 0.00699300699300699 0.00699300699300699 0 0 0 0.013986013986014 0.020979020979021 0 0.034965034965035 0 0 0.0629370629370629 0 0 0.00699300699300699 0 0.0909090909090909 0 0 0 0 0 0 0.00699300699300699 0.00699300699300699 0 0.013986013986014 0.118881118881119 0 0 0.020979020979021 0 0.041958041958042 0 0 0.013986013986014 0 0 0.013986013986014 0.020979020979021 0 0 0 0.020979020979021 0.013986013986014 0 0.041958041958042 0.00699300699300699 0.00699300699300699 0 0 0.00699300699300699 0.013986013986014 0 0 0.00699300699300699 0.020979020979021 0 0 0.0909090909090909 0.00699300699300699 0 0.020979020979021 0 0.013986013986014 0 0 0 0 0 0 0.020979020979021 0.00699300699300699 0 0 0.0909090909090909 0.0839160839160839
"17" 0.00694444444444444 0 0.00694444444444444 0.0347222222222222 0.0208333333333333 0.0138888888888889 0 0 0.0208333333333333 0 0.00694444444444444 0.0208333333333333 0 0 0.00694444444444444 0.00694444444444444 0 0 0 0.0138888888888889 0 0.0138888888888889 0 0.0277777777777778 0 0 0 0 0 0 0.0486111111111111 0.0347222222222222 0.00694444444444444 0 0 0 0 0.00694444444444444 0.00694444444444444 0 0.00694444444444444 0 0.1875 0 0.00694444444444444 0.0138888888888889 0 0.00694444444444444 0.00694444444444444 0 0.00694444444444444 0.0138888888888889 0 0 0 0.0138888888888889 0 0 0 0.0763888888888889 0.00694444444444444 0 0 0.0138888888888889 0.0138888888888889 0 0 0.00694444444444444 0 0 0 0.25 0 0 0 0 0 0 0.0208333333333333 0.0416666666666667
"18" 0 0 0 0 0 0 0 0.0563380281690141 0 0.0140845070422535 0.028169014084507 0 0.028169014084507 0.0140845070422535 0 0 0.028169014084507 0 0 0.0140845070422535 0.0985915492957746 0.0563380281690141 0.0140845070422535 0 0 0 0 0.0140845070422535 0.0140845070422535 0.0140845070422535 0 0 0 0.0140845070422535 0 0 0 0 0.0140845070422535 0.0140845070422535 0.0140845070422535 0 0 0 0 0 0 0.0140845070422535 0.0422535211267606 0 0 0 0 0.0422535211267606 0.0563380281690141 0.0140845070422535 0 0 0.0140845070422535 0.0140845070422535 0 0 0.0140845070422535 0.0140845070422535 0.0140845070422535 0 0 0 0.028169014084507 0.126760563380282 0 0 0.0140845070422535 0.112676056338028 0 0 0.0140845070422535 0.0140845070422535 0 0
"19" 0 0.00934579439252336 0 0 0.00934579439252336 0.102803738317757 0 0 0.0280373831775701 0 0 0 0.0373831775700935 0 0 0 0 0 0 0 0 0 0.0467289719626168 0.00934579439252336 0.0280373831775701 0 0 0 0.00934579439252336 0 0 0 0 0.0186915887850467 0 0 0.261682242990654 0.0186915887850467 0.00934579439252336 0 0 0.0373831775700935 0 0 0 0.00934579439252336 0 0.0186915887850467 0 0 0.0186915887850467 0.0467289719626168 0 0 0.0280373831775701 0 0 0 0 0 0 0 0.00934579439252336 0 0.11214953271028 0 0.102803738317757 0 0 0 0 0 0 0 0 0 0 0.00934579439252336 0 0.0186915887850467
"20" 0 0.0099009900990099 0 0 0 0 0 0.0693069306930693 0.0198019801980198 0 0.0099009900990099 0 0 0 0.0099009900990099 0 0 0.0198019801980198 0 0.0099009900990099 0.0099009900990099 0.326732673267327 0 0 0 0 0 0 0.0099009900990099 0.0198019801980198 0 0.0099009900990099 0 0 0 0 0.0594059405940594 0.0594059405940594 0 0 0 0 0 0 0 0 0.0099009900990099 0 0.0693069306930693 0 0.0198019801980198 0 0 0 0 0 0.0297029702970297 0 0 0 0 0 0.0396039603960396 0.0099009900990099 0 0 0 0.0099009900990099 0 0 0 0.0792079207920792 0 0 0 0.0099009900990099 0.0495049504950495 0 0.0099009900990099 0.0198019801980198
"21" 0 0 0 0.00847457627118644 0.00847457627118644 0 0 0 0 0 0 0.00847457627118644 0.0338983050847458 0.0338983050847458 0.0338983050847458 0.00847457627118644 0.0254237288135593 0 0.00847457627118644 0 0 0 0.00847457627118644 0.00847457627118644 0.0423728813559322 0 0 0 0 0 0 0 0 0.203389830508475 0.0169491525423729 0 0.0169491525423729 0 0 0 0.0338983050847458 0 0 0 0.00847457627118644 0 0 0 0 0.0508474576271186 0.00847457627118644 0.00847457627118644 0 0 0 0 0 0 0.0677966101694915 0 0.0593220338983051 0 0 0.0169491525423729 0.220338983050847 0 0 0 0 0 0 0 0 0.0423728813559322 0.0169491525423729 0 0 0 0 0
"22" 0 0.0416666666666667 0 0 0 0 0 0 0 0.0416666666666667 0 0 0 0 0.0416666666666667 0.0416666666666667 0 0.0416666666666667 0.0416666666666667 0 0.0416666666666667 0 0 0.0416666666666667 0 0.0833333333333333 0 0 0 0 0.0416666666666667 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0833333333333333 0 0 0 0 0 0 0 0 0 0.0416666666666667 0 0.291666666666667 0 0 0 0.0416666666666667 0 0.0416666666666667 0 0 0 0.0416666666666667 0 0 0 0 0 0 0 0 0 0 0 0
"23" 0 0 0 0 0 0 0 0.0333333333333333 0 0 0 0 0 0 0 0 0 0 0.0333333333333333 0.0333333333333333 0 0 0.0333333333333333 0 0 0 0 0 0 0.0666666666666667 0 0 0 0 0 0 0 0 0.0666666666666667 0 0 0 0 0 0 0 0 0 0 0 0 0.0333333333333333 0.0666666666666667 0.1 0.0333333333333333 0.0333333333333333 0 0.0333333333333333 0 0 0.0333333333333333 0.0333333333333333 0 0 0 0 0 0 0 0 0.133333333333333 0 0.0333333333333333 0.0333333333333333 0 0 0.166666666666667 0 0 0
"24" 0.00546448087431694 0.0163934426229508 0 0 0.00546448087431694 0.0109289617486339 0 0 0 0 0 0 0 0 0 0 0.00546448087431694 0 0.0163934426229508 0 0.00546448087431694 0 0.0601092896174863 0 0.256830601092896 0.0109289617486339 0 0.0109289617486339 0 0.00546448087431694 0.0218579234972678 0.00546448087431694 0 0 0.0163934426229508 0.0327868852459016 0.0983606557377049 0 0 0 0 0.0163934426229508 0 0 0 0.00546448087431694 0 0.0218579234972678 0.0437158469945355 0 0 0.00546448087431694 0 0 0.0109289617486339 0 0 0 0 0 0 0 0.00546448087431694 0.0163934426229508 0 0 0.169398907103825 0.0382513661202186 0 0.00546448087431694 0.0218579234972678 0 0 0.00546448087431694 0.00546448087431694 0.0273224043715847 0 0 0.0109289617486339 0.00546448087431694
"25" 0.0447761194029851 0 0.0149253731343284 0.00746268656716418 0 0 0 0.00746268656716418 0.0373134328358209 0.00746268656716418 0.00746268656716418 0.0149253731343284 0.0149253731343284 0 0.0223880597014925 0 0 0 0.0149253731343284 0.00746268656716418 0 0.00746268656716418 0 0.00746268656716418 0.00746268656716418 0 0.00746268656716418 0 0.00746268656716418 0 0.0671641791044776 0.0223880597014925 0.00746268656716418 0.0149253731343284 0 0.0597014925373134 0 0 0.0149253731343284 0 0 0.0373134328358209 0.00746268656716418 0 0 0.0373134328358209 0.0149253731343284 0 0 0.0149253731343284 0 0 0 0 0 0 0.0149253731343284 0 0 0 0.00746268656716418 0 0.0149253731343284 0 0 0.00746268656716418 0.0895522388059701 0.00746268656716418 0 0 0 0.0522388059701493 0 0 0.201492537313433 0 0.00746268656716418 0.0223880597014925 0.0223880597014925 0.0149253731343284
"26" 0 0 0 0 0 0.1875 0 0 0 0 0 0 0 0 0 0.125 0 0.0625 0 0 0 0 0 0 0 0 0.0625 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.1875 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.1875 0 0 0 0 0.0625 0 0 0.0625 0 0.0625 0 0 0 0 0 0 0 0 0 0 0
"27" 0 0 0 0 0.020979020979021 0.00932400932400932 0 0.00233100233100233 0.0955710955710956 0 0 0.00233100233100233 0.00466200466200466 0.00233100233100233 0.00932400932400932 0 0 0.00466200466200466 0 0.013986013986014 0 0.00466200466200466 0.0466200466200466 0.013986013986014 0.0116550116550117 0.00233100233100233 0.00233100233100233 0.0116550116550117 0.0256410256410256 0 0.0955710955710956 0.00233100233100233 0 0.00233100233100233 0 0.0163170163170163 0.013986013986014 0.00233100233100233 0.00466200466200466 0 0 0 0.0163170163170163 0.223776223776224 0.00699300699300699 0.00233100233100233 0 0.0303030303030303 0.00466200466200466 0 0.00233100233100233 0 0 0.00233100233100233 0.00233100233100233 0 0.00233100233100233 0 0 0 0.00466200466200466 0 0 0 0 0.0163170163170163 0.177156177156177 0 0 0 0.0163170163170163 0.00466200466200466 0 0.00233100233100233 0.0606060606060606 0 0 0 0.00233100233100233 0
"28" 0 0 0 0 0 0.0208333333333333 0 0 0 0 0 0.0208333333333333 0 0.125 0.0208333333333333 0 0.0416666666666667 0 0 0 0.0208333333333333 0.0416666666666667 0.0208333333333333 0.0208333333333333 0.0208333333333333 0 0 0 0 0.0208333333333333 0 0 0 0 0 0.125 0.0208333333333333 0 0 0 0.1875 0 0 0 0 0.0208333333333333 0 0 0 0 0 0.0208333333333333 0.125 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0208333333333333 0 0.0208333333333333 0 0 0 0.0416666666666667 0 0 0.0208333333333333 0 0 0 0.0208333333333333
"29" 0 0.02 0.02 0.02 0.02 0 0 0 0 0 0 0 0.02 0 0 0.06 0.02 0 0 0 0.02 0 0 0.02 0 0.12 0 0 0 0.04 0 0.04 0 0 0.02 0.02 0 0 0 0 0.02 0 0 0 0 0 0.02 0 0.04 0 0 0.02 0.02 0 0.02 0.02 0.02 0.02 0 0.04 0 0 0 0 0 0 0 0.06 0.04 0.02 0.08 0 0 0.02 0 0.04 0 0.04 0 0
"30" 0 0 0 0 0.00343642611683849 0 0 0 0.0309278350515464 0.00343642611683849 0 0 0.00687285223367698 0 0.0206185567010309 0.0412371134020619 0 0 0 0 0.00343642611683849 0 0 0.0103092783505155 0.013745704467354 0.00343642611683849 0.00343642611683849 0.00687285223367698 0.00343642611683849 0.00687285223367698 0.0274914089347079 0.00343642611683849 0 0.00343642611683849 0.00343642611683849 0 0.00687285223367698 0.422680412371134 0 0 0.00343642611683849 0.00687285223367698 0 0 0 0 0.00687285223367698 0.00687285223367698 0 0 0.0171821305841924 0.0171821305841924 0 0 0.0171821305841924 0.00343642611683849 0 0 0 0.0103092783505155 0.0378006872852234 0.00687285223367698 0.0206185567010309 0.00343642611683849 0 0.00687285223367698 0.134020618556701 0 0.013745704467354 0 0 0.0412371134020619 0.00343642611683849 0 0 0 0 0 0.00343642611683849 0.013745704467354
"31" 0 0 0 0.0125 0 0 0 0 0 0.025 0 0.025 0 0 0 0 0 0 0.0125 0.2125 0 0.0125 0.05 0 0.0125 0.0125 0.025 0 0 0 0 0.0125 0 0 0.0125 0.0125 0 0 0 0 0 0.05 0.075 0 0 0.025 0 0 0.0125 0.025 0.0125 0.125 0.0125 0 0.0125 0 0 0 0 0 0 0.025 0.0125 0 0 0 0.0125 0.0125 0 0.0625 0 0.025 0.0125 0.0125 0 0 0 0.0125 0.025 0
"32" 0 0.00925925925925926 0 0.0185185185185185 0 0.101851851851852 0 0 0 0.00925925925925926 0.0185185185185185 0.0185185185185185 0 0 0.00925925925925926 0 0 0.0555555555555556 0 0 0.0185185185185185 0 0.0277777777777778 0 0 0 0 0 0.0185185185185185 0.0185185185185185 0 0.00925925925925926 0.12037037037037 0 0 0 0 0 0 0.00925925925925926 0 0 0 0 0 0.0185185185185185 0.0277777777777778 0 0.037037037037037 0 0.0185185185185185 0 0 0.157407407407407 0 0 0 0 0 0 0 0.0277777777777778 0 0 0 0 0 0 0.00925925925925926 0.0185185185185185 0.203703703703704 0 0 0 0.00925925925925926 0 0 0 0.00925925925925926 0
"33" 0.0674157303370786 0.101123595505618 0 0.0112359550561798 0 0 0 0 0 0 0 0 0 0 0.0112359550561798 0 0 0 0 0 0.0224719101123595 0.0112359550561798 0 0 0 0 0.0112359550561798 0.0112359550561798 0.0449438202247191 0.0449438202247191 0.0112359550561798 0.0449438202247191 0.0337078651685393 0.0449438202247191 0 0 0 0.0112359550561798 0 0 0.0898876404494382 0 0 0 0.0224719101123595 0 0 0.0112359550561798 0 0.0224719101123595 0 0 0 0 0 0.0337078651685393 0 0 0.179775280898876 0 0.0449438202247191 0 0.0112359550561798 0.0112359550561798 0 0 0 0 0 0 0 0 0.0112359550561798 0 0.0674157303370786 0.0112359550561798 0 0 0 0
"34" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.333333333333333 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.333333333333333 0 0 0 0 0 0 0 0.333333333333333 0 0 0
"35" 0 0.03125 0.09375 0 0 0 0 0.03125 0.03125 0 0.015625 0 0.03125 0 0.015625 0 0.03125 0 0.125 0 0 0 0 0 0.015625 0.03125 0.03125 0 0 0 0.015625 0 0 0 0.09375 0 0.015625 0.09375 0 0 0.015625 0 0.015625 0 0.03125 0 0 0 0 0 0 0 0 0 0 0 0 0.078125 0.015625 0.015625 0.015625 0 0 0 0 0 0.03125 0.015625 0 0 0 0 0.03125 0 0 0.015625 0 0 0 0.015625
"36" 0.0402684563758389 0 0.00671140939597315 0.00671140939597315 0 0.00671140939597315 0.114093959731544 0.00671140939597315 0 0.0134228187919463 0.00671140939597315 0 0 0.00671140939597315 0.00671140939597315 0.0469798657718121 0 0.0134228187919463 0.0201342281879195 0 0.0201342281879195 0 0 0 0 0.0268456375838926 0 0 0 0.00671140939597315 0.00671140939597315 0 0.00671140939597315 0 0 0 0 0.0134228187919463 0 0 0 0 0 0 0.0939597315436242 0.0201342281879195 0.0201342281879195 0 0 0 0 0 0 0 0.00671140939597315 0.0268456375838926 0 0.0134228187919463 0 0 0 0 0.0268456375838926 0 0.0201342281879195 0.181208053691275 0 0 0.0469798657718121 0 0 0 0.087248322147651 0 0.0268456375838926 0 0.0134228187919463 0.00671140939597315 0 0.0335570469798658
"37" 0 0 0 0 0.0875 0 0 0 0 0.0125 0 0 0 0 0.0875 0.0375 0.0125 0 0 0 0 0 0.0125 0.0125 0.0125 0.0375 0 0 0 0 0.1 0 0 0 0 0 0 0 0.1375 0 0 0.0125 0 0.025 0.0125 0 0.0125 0.05 0 0 0 0 0.0125 0 0 0.0125 0.1625 0.0125 0 0 0 0 0 0.0125 0 0 0 0 0 0 0 0.0375 0 0 0.025 0 0 0.0375 0 0.025
"38" 0.00636942675159236 0.0254777070063694 0 0.0127388535031847 0.00636942675159236 0 0.0127388535031847 0.184713375796178 0 0.00636942675159236 0 0.0445859872611465 0 0.00636942675159236 0 0.0254777070063694 0 0 0.00636942675159236 0 0.00636942675159236 0 0 0 0 0.0382165605095541 0 0 0 0.0382165605095541 0 0.0127388535031847 0 0.00636942675159236 0 0.00636942675159236 0 0 0 0 0 0 0 0.00636942675159236 0 0 0.00636942675159236 0 0 0.00636942675159236 0.00636942675159236 0 0.0127388535031847 0.127388535031847 0.00636942675159236 0.0127388535031847 0 0 0 0.00636942675159236 0 0 0.0191082802547771 0.0127388535031847 0 0 0.00636942675159236 0.00636942675159236 0.0382165605095541 0.0509554140127389 0.00636942675159236 0.0254777070063694 0 0 0.0127388535031847 0.00636942675159236 0.114649681528662 0 0.0636942675159236 0
