"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V49" "V50" "V51" "V52" "V53" "V54" "V55" "V56" "V57" "V58" "V59" "V60" "V61" "V62" "V63" "V64" "V65" "V66" "V67" "V68" "V69" "V70" "V71" "V72" "V73" "V74" "V75" "V76" "V77" "V78" "V79" "V80"
"11" 0 0 0 0 0.0285714285714286 0 0 0 0 0 0 0 0 0.0285714285714286 0 0 0 0 0.0571428571428571 0 0 0 0 0 0 0 0 0.0285714285714286 0 0 0 0 0 0 0 0 0.0285714285714286 0.142857142857143 0 0 0 0 0 0 0 0.0571428571428571 0 0.0285714285714286 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0571428571428571 0 0 0.0285714285714286 0 0 0.4 0 0 0 0 0 0 0 0 0.114285714285714
"12" 0 0 0 0 0 0 0 0 0 0 0 0 0 0.260869565217391 0 0 0 0 0 0 0 0 0 0 0 0 0 0.391304347826087 0 0 0 0 0 0 0 0.0434782608695652 0 0 0 0 0 0 0 0 0 0 0.0434782608695652 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.130434782608696 0 0 0 0 0 0 0 0 0 0.130434782608696 0 0 0 0 0
"13" 0.0196078431372549 0.0392156862745098 0 0 0.0196078431372549 0 0.0588235294117647 0 0 0 0.0588235294117647 0 0 0 0 0.0196078431372549 0 0 0 0.0196078431372549 0 0 0 0 0 0.0980392156862745 0 0 0.0784313725490196 0 0 0 0 0.0196078431372549 0.0392156862745098 0 0 0 0 0 0 0 0 0 0.0196078431372549 0 0.0196078431372549 0 0.0196078431372549 0 0 0 0 0.117647058823529 0 0 0 0 0 0 0.0196078431372549 0 0.0196078431372549 0.0392156862745098 0 0 0 0 0.196078431372549 0 0 0 0 0.0196078431372549 0.0392156862745098 0 0 0 0 0.0196078431372549
"14" 0 0 0.170212765957447 0 0 0.0212765957446809 0.0212765957446809 0 0 0 0.0212765957446809 0.0212765957446809 0 0.0425531914893617 0 0.0638297872340425 0 0 0 0 0 0 0 0 0 0.0212765957446809 0 0.106382978723404 0.0425531914893617 0 0 0 0 0 0 0 0.0425531914893617 0 0 0 0 0.0212765957446809 0.0212765957446809 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0212765957446809 0 0 0 0.0212765957446809 0 0 0.0212765957446809 0 0 0 0 0 0.319148936170213 0 0 0 0 0 0 0 0 0
"15" 0.0363636363636364 0.00454545454545455 0.00454545454545455 0.00909090909090909 0 0.00909090909090909 0.05 0.118181818181818 0.00454545454545455 0.0136363636363636 0.0181818181818182 0.00454545454545455 0 0.00454545454545455 0.00454545454545455 0 0.00909090909090909 0 0.00909090909090909 0.00909090909090909 0 0.0272727272727273 0.00909090909090909 0 0.0136363636363636 0 0.00454545454545455 0 0.0227272727272727 0 0.00909090909090909 0.0272727272727273 0.00909090909090909 0 0.00454545454545455 0.0636363636363636 0 0.00909090909090909 0 0 0 0.00454545454545455 0.00454545454545455 0 0.0181818181818182 0.00454545454545455 0 0.00909090909090909 0.00454545454545455 0 0.00454545454545455 0 0 0 0 0.0136363636363636 0 0 0.00454545454545455 0 0.0136363636363636 0 0 0.00454545454545455 0 0.0136363636363636 0.0272727272727273 0.00454545454545455 0.00909090909090909 0.0318181818181818 0.00454545454545455 0 0.0545454545454545 0.00454545454545455 0.109090909090909 0.0181818181818182 0.109090909090909 0 0.0136363636363636 0.00454545454545455
"16" 0.0462962962962963 0.0462962962962963 0.00925925925925926 0 0 0 0 0 0 0.00925925925925926 0.00925925925925926 0 0 0.0185185185185185 0.0185185185185185 0.0277777777777778 0 0 0 0 0 0.0185185185185185 0.138888888888889 0.0185185185185185 0.00925925925925926 0 0.00925925925925926 0 0 0 0 0.148148148148148 0.00925925925925926 0 0.037037037037037 0.00925925925925926 0 0 0 0 0.00925925925925926 0 0 0 0.0185185185185185 0 0.0185185185185185 0 0.0462962962962963 0.0277777777777778 0 0 0 0 0 0.0185185185185185 0 0.0185185185185185 0 0 0.00925925925925926 0.00925925925925926 0.111111111111111 0 0 0 0 0 0.00925925925925926 0.0740740740740741 0 0 0 0 0.0185185185185185 0.0185185185185185 0.00925925925925926 0 0 0
"17" 0 0.0454545454545455 0 0 0 0.0227272727272727 0 0 0.0454545454545455 0 0.0227272727272727 0 0 0 0.0227272727272727 0 0 0 0.0227272727272727 0 0 0 0 0.386363636363636 0 0 0.0454545454545455 0 0 0.0227272727272727 0 0 0 0 0 0.0227272727272727 0 0 0.0454545454545455 0.0227272727272727 0 0 0 0 0 0.0227272727272727 0.0227272727272727 0 0 0 0 0.0227272727272727 0 0.0227272727272727 0 0.113636363636364 0 0.0454545454545455 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0227272727272727
"18" 0 0 0.0416666666666667 0 0 0 0 0 0 0 0.0416666666666667 0.0416666666666667 0 0 0 0.0416666666666667 0 0 0 0.0416666666666667 0 0 0 0 0 0 0.0833333333333333 0 0.0416666666666667 0 0.0416666666666667 0 0.0416666666666667 0 0 0 0 0.166666666666667 0 0 0.125 0 0 0 0.0416666666666667 0 0 0 0 0.0416666666666667 0 0 0 0.0416666666666667 0.0416666666666667 0 0 0 0 0 0 0 0 0.0416666666666667 0 0 0.0416666666666667 0 0 0 0 0 0 0 0 0 0.0416666666666667 0 0 0
"19" 0 0 0 0 0 0 0.0769230769230769 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0769230769230769 0 0 0 0 0 0 0 0 0 0 0.230769230769231 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0769230769230769 0.153846153846154 0 0 0 0 0 0 0 0 0 0 0 0 0 0.384615384615385
"20" 0.0303030303030303 0.0303030303030303 0 0 0 0.0606060606060606 0.0101010101010101 0.0202020202020202 0.0101010101010101 0.0101010101010101 0 0 0.0202020202020202 0.0505050505050505 0 0 0 0 0.0404040404040404 0.0202020202020202 0.0101010101010101 0 0 0 0 0 0 0 0.0101010101010101 0 0 0 0 0 0 0.161616161616162 0 0 0.0303030303030303 0 0 0.0101010101010101 0 0.0101010101010101 0 0.0101010101010101 0 0.0404040404040404 0.0202020202020202 0 0 0.0101010101010101 0 0 0 0 0 0.0808080808080808 0 0 0.0303030303030303 0 0 0.0101010101010101 0 0 0 0.0101010101010101 0.121212121212121 0.0202020202020202 0.0303030303030303 0.0101010101010101 0 0.0202020202020202 0.0202020202020202 0.0101010101010101 0 0 0 0.0202020202020202
"21" 0 0.102362204724409 0 0 0 0 0.0236220472440945 0 0 0.015748031496063 0 0 0.0078740157480315 0 0 0 0 0.0078740157480315 0 0.0078740157480315 0 0.015748031496063 0 0.031496062992126 0 0 0.0078740157480315 0 0.0078740157480315 0 0.078740157480315 0.0078740157480315 0 0 0 0 0 0.0078740157480315 0.031496062992126 0 0 0.299212598425197 0 0 0.0078740157480315 0 0 0 0 0 0 0.031496062992126 0 0 0 0.0551181102362205 0 0.015748031496063 0 0 0 0.015748031496063 0 0 0 0 0 0 0.0078740157480315 0.015748031496063 0 0 0.0078740157480315 0 0 0.0078740157480315 0.165354330708661 0.015748031496063 0 0
"22" 0 0 0 0 0.0810810810810811 0 0 0 0 0 0 0 0 0.0540540540540541 0.027027027027027 0.108108108108108 0 0.027027027027027 0.0810810810810811 0.0540540540540541 0.027027027027027 0 0 0 0.027027027027027 0.027027027027027 0 0 0 0.027027027027027 0 0 0 0 0 0.0540540540540541 0 0 0 0 0.027027027027027 0 0 0 0 0 0.027027027027027 0 0.0540540540540541 0 0 0 0.027027027027027 0.027027027027027 0 0.0540540540540541 0 0 0.027027027027027 0 0.0540540540540541 0 0 0 0 0 0 0 0 0 0 0.027027027027027 0 0 0 0.027027027027027 0 0 0.027027027027027 0.027027027027027
"23" 0 0 0.0952380952380952 0 0.0476190476190476 0 0 0 0 0 0 0.0476190476190476 0 0.0476190476190476 0 0 0 0 0 0 0 0 0 0 0 0 0 0.333333333333333 0 0 0 0 0.0476190476190476 0 0.0476190476190476 0.0476190476190476 0.142857142857143 0 0 0 0 0.0476190476190476 0 0 0 0 0.0476190476190476 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0476190476190476 0 0 0 0 0 0 0
"24" 0 0 0 0 0 0 0 0 0 0 0.0238095238095238 0.0238095238095238 0 0.0476190476190476 0 0.166666666666667 0 0 0 0 0 0 0 0 0 0.0238095238095238 0 0.261904761904762 0.0476190476190476 0 0 0 0 0 0.0476190476190476 0 0.0952380952380952 0 0 0 0 0 0 0 0 0 0 0 0.19047619047619 0 0 0 0.0238095238095238 0 0 0 0 0 0 0 0 0 0 0 0.0238095238095238 0 0 0 0 0 0 0 0 0 0 0 0 0.0238095238095238 0 0
"25" 0 0 0 0 0.239130434782609 0 0 0 0 0 0.0217391304347826 0 0 0 0 0 0 0.0434782608695652 0 0 0 0 0 0.0217391304347826 0 0.0652173913043478 0 0 0 0.0217391304347826 0.0217391304347826 0.0217391304347826 0 0 0 0 0 0 0 0 0 0 0 0.0434782608695652 0 0.108695652173913 0.108695652173913 0 0.0217391304347826 0 0.0217391304347826 0 0 0 0 0 0.108695652173913 0 0 0 0 0.0217391304347826 0 0 0 0 0.0434782608695652 0 0 0 0 0 0.0217391304347826 0 0 0.0217391304347826 0.0217391304347826 0 0 0
"26" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0666666666666667 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0666666666666667 0 0 0 0 0 0 0 0 0 0 0 0.133333333333333 0 0 0 0.0666666666666667 0 0 0 0 0 0 0 0.666666666666667
"27" 0 0 0 0 0.0161290322580645 0 0.032258064516129 0 0 0.0161290322580645 0 0 0 0.0967741935483871 0 0.145161290322581 0.0645161290322581 0 0.0161290322580645 0 0 0 0 0 0.032258064516129 0 0.0161290322580645 0.0806451612903226 0.0161290322580645 0 0.0161290322580645 0 0 0.0161290322580645 0 0 0.112903225806452 0 0 0 0.0806451612903226 0 0 0 0 0 0.0161290322580645 0.0161290322580645 0 0.0161290322580645 0 0 0 0 0 0.0161290322580645 0.0483870967741935 0.0161290322580645 0 0 0 0 0 0.0161290322580645 0.0161290322580645 0 0 0 0 0 0 0 0 0.0483870967741935 0 0 0 0 0.0161290322580645 0.0161290322580645
"28" 0.0204081632653061 0 0 0 0 0 0 0 0.0612244897959184 0 0 0 0.0204081632653061 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.122448979591837 0 0 0.0204081632653061 0 0 0 0.0612244897959184 0.0204081632653061 0 0.163265306122449 0.0612244897959184 0 0 0 0 0 0 0 0.0204081632653061 0 0 0.0204081632653061 0 0 0 0 0.0204081632653061 0 0 0.0204081632653061 0 0.0204081632653061 0 0 0.244897959183673 0.0204081632653061 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0408163265306122 0 0.0408163265306122
"29" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0714285714285714 0.0357142857142857 0 0.0357142857142857 0 0 0 0 0 0 0 0 0 0.107142857142857 0 0 0 0 0.0357142857142857 0.0357142857142857 0 0 0.178571428571429 0.0357142857142857 0 0.0357142857142857 0.0357142857142857 0 0 0 0 0.0357142857142857 0 0 0 0.0714285714285714 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0357142857142857 0 0 0 0 0 0 0 0 0 0 0 0.25
"30" 0 0 0 0 0 0 0 0 0 0.0714285714285714 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.214285714285714 0 0 0 0 0 0 0 0 0 0.0714285714285714 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.642857142857143
"31" 0 0 0 0 0 0.153846153846154 0 0 0 0 0 0 0 0 0 0 0.0769230769230769 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0769230769230769 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0769230769230769 0 0 0 0.0769230769230769 0 0 0 0 0 0 0 0 0 0 0.538461538461538
"32" 0 0 0 0 0 0 0 0 0.04 0 0.08 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.08 0.12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.04 0.04 0 0 0 0 0 0 0 0 0 0 0 0 0.24 0 0 0 0 0 0.36
"33" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0769230769230769 0 0 0 0 0 0 0 0 0.0769230769230769 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.153846153846154 0 0 0 0 0 0 0 0 0 0 0.0769230769230769 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.615384615384615
"34" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.291666666666667 0 0 0.0416666666666667 0 0 0 0 0 0 0 0 0 0.0833333333333333 0 0 0 0 0 0.0833333333333333 0 0.125 0 0.0416666666666667 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0833333333333333 0 0.0416666666666667 0 0 0 0 0 0 0 0 0 0 0 0 0.0416666666666667 0 0 0.0416666666666667 0 0 0.0416666666666667 0 0.0416666666666667 0.0416666666666667 0 0
"35" 0 0 0.0232558139534884 0 0 0 0.186046511627907 0 0 0.0232558139534884 0 0.0232558139534884 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0232558139534884 0 0 0.0232558139534884 0 0 0 0 0 0 0 0 0.0232558139534884 0 0 0 0 0.0232558139534884 0 0.0232558139534884 0 0 0 0.0232558139534884 0 0 0 0 0 0 0 0 0 0.558139534883721 0 0 0 0.0232558139534884 0 0 0 0 0.0232558139534884 0 0 0 0 0 0 0
"36" 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0384615384615385 0 0 0 0 0 0 0.0384615384615385 0 0 0 0 0 0 0.153846153846154 0.0384615384615385 0 0 0 0 0.0384615384615385 0 0 0.115384615384615 0 0 0 0 0 0 0 0 0.0384615384615385 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0384615384615385 0 0 0 0 0 0.423076923076923 0 0 0 0.0384615384615385 0 0 0 0.0384615384615385 0
"37" 0 0 0 0 0.0714285714285714 0 0 0 0 0 0 0 0 0 0 0 0 0.0714285714285714 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.142857142857143 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.714285714285714
"38" 0.0293159609120521 0 0 0.00651465798045603 0 0 0 0.371335504885993 0.00651465798045603 0 0 0.0195439739413681 0.0260586319218241 0 0.0781758957654723 0.00325732899022801 0 0 0.0195439739413681 0.0260586319218241 0 0 0.00977198697068404 0 0.00325732899022801 0 0.0521172638436482 0 0 0 0.00651465798045603 0 0 0 0.00325732899022801 0 0 0.00325732899022801 0 0.00325732899022801 0 0.00325732899022801 0 0 0 0.0162866449511401 0 0.0814332247557003 0 0.00651465798045603 0 0.00651465798045603 0 0 0.00651465798045603 0 0 0 0.00325732899022801 0 0 0 0 0.0162866449511401 0 0.0358306188925081 0.00325732899022801 0.0293159609120521 0.0651465798045603 0.0228013029315961 0 0.0162866449511401 0.00325732899022801 0.00977198697068404 0 0.00325732899022801 0.00325732899022801 0 0 0
"39" 0 0 0 0 0 0 0 0 0.0222222222222222 0 0.0222222222222222 0 0 0 0 0.0222222222222222 0 0 0 0 0 0 0 0 0 0 0 0 0.0666666666666667 0 0.0444444444444444 0 0.0222222222222222 0.0444444444444444 0.0222222222222222 0 0 0.244444444444444 0 0 0.0444444444444444 0 0 0 0 0 0.0222222222222222 0 0 0 0.0222222222222222 0 0.0222222222222222 0 0 0 0 0.0222222222222222 0.0222222222222222 0 0 0 0.0222222222222222 0 0 0 0 0.0222222222222222 0 0.0444444444444444 0 0 0.0222222222222222 0 0 0.0888888888888889 0 0 0 0.133333333333333
"40" 0 0 0 0 0 0 0 0 0 0 0 0 0.0138888888888889 0 0 0.0694444444444444 0.0138888888888889 0 0 0 0 0.0138888888888889 0 0 0 0 0 0 0.0138888888888889 0 0.0138888888888889 0.0138888888888889 0 0 0.0416666666666667 0.0972222222222222 0 0 0 0 0 0 0 0 0 0 0.0277777777777778 0 0 0.0138888888888889 0 0.0138888888888889 0 0.0555555555555556 0 0 0 0.0277777777777778 0 0.0138888888888889 0 0 0 0 0.0277777777777778 0.0138888888888889 0 0 0.416666666666667 0 0.0138888888888889 0 0 0.0138888888888889 0.0416666666666667 0 0 0 0.0277777777777778 0
"41" 0 0.368421052631579 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0263157894736842 0 0 0 0 0 0 0 0 0 0.0789473684210526 0 0 0 0 0.0263157894736842 0 0 0 0 0 0 0 0 0.0526315789473684 0.0789473684210526 0 0 0 0 0 0 0 0 0 0 0 0 0.0526315789473684 0 0 0.236842105263158 0.0263157894736842 0 0 0 0 0 0 0 0 0 0.0263157894736842 0 0 0 0 0 0 0 0 0.0263157894736842 0 0
"42" 0.0161290322580645 0.0967741935483871 0 0 0 0 0 0 0 0.0161290322580645 0 0 0 0 0 0 0.0483870967741935 0 0 0.0161290322580645 0 0.0161290322580645 0 0 0 0 0 0.0161290322580645 0.0161290322580645 0 0.0161290322580645 0 0.0806451612903226 0.032258064516129 0 0 0.0161290322580645 0 0.0161290322580645 0 0 0 0 0 0 0.0161290322580645 0.0645161290322581 0.0161290322580645 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.387096774193548 0 0 0 0.032258064516129 0 0 0 0.0161290322580645 0 0.0483870967741935 0 0 0 0 0.0161290322580645 0
"43" 0 0 0.0333333333333333 0 0 0 0 0 0 0 0 0 0 0.266666666666667 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.133333333333333 0 0 0.0333333333333333 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0333333333333333 0 0.0333333333333333 0 0.0333333333333333 0 0.366666666666667 0 0 0 0.0666666666666667 0 0 0 0 0
"44" 0 0 0 0 0 0.0307692307692308 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0461538461538462 0 0 0 0 0.0153846153846154 0 0 0.0153846153846154 0.0615384615384615 0.0461538461538462 0 0.0153846153846154 0 0.0153846153846154 0 0 0 0 0 0 0 0 0 0 0 0 0.0461538461538462 0.0153846153846154 0 0.0153846153846154 0 0 0.0615384615384615 0.0153846153846154 0 0 0 0 0 0.538461538461538 0 0 0 0 0 0 0 0 0 0.0153846153846154 0 0 0 0.0307692307692308 0 0.0153846153846154 0 0
"45" 0 0 0 0 0 0 0.1 0 0 0 0 0 0 0 0 0 0 0 0 0 0.1 0 0 0 0 0 0.266666666666667 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0333333333333333 0 0 0 0 0.0333333333333333 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.166666666666667 0 0 0.0666666666666667 0 0.233333333333333 0
"46" 0 0 0 0 0 0 0 0 0.142857142857143 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.142857142857143 0 0 0 0 0 0 0 0 0 0 0.142857142857143 0.285714285714286 0 0 0 0 0 0 0 0.142857142857143 0.142857142857143 0 0 0
"47" 0 0 0.0119047619047619 0.0119047619047619 0.0714285714285714 0 0 0.0119047619047619 0 0 0 0 0.0119047619047619 0.0238095238095238 0 0.0238095238095238 0 0.0119047619047619 0.0119047619047619 0 0 0 0 0 0 0 0 0 0.0119047619047619 0.0119047619047619 0 0.0357142857142857 0.0119047619047619 0 0 0.0238095238095238 0 0 0 0 0 0 0 0 0 0 0.0119047619047619 0.0119047619047619 0.0238095238095238 0 0.0238095238095238 0 0.0119047619047619 0.0238095238095238 0 0 0 0.0595238095238095 0 0.0119047619047619 0 0 0 0 0.0476190476190476 0.0119047619047619 0 0 0.285714285714286 0 0.0476190476190476 0.0357142857142857 0 0 0.0476190476190476 0 0.0595238095238095 0 0 0
